5713,0.9,1561.71,1.2,0.82,50.94
5729,1.51,837.47,1.28,0.93,56.4
5889,1.02,1107.99,0.83,0.79,54.38
5905,1.13,368.71,0.14,1.48,54.99
5921,0.85,1124.96,1.48,0.98,52.02
5953,0.94,214.75,0.93,1.36,57.2
5969,0.79,1114.04,1.26,0.87,52.64
5985,1.61,265.52,1.23,1.19,58.13
6145,0.92,1898.6,1.11,0.69,49.61
6161,0.84,339.51,2.49,1,56.62
6177,1.91,288.84,1.16,1.48,57.44
6209,1.07,1991.45,0.99,0.78,48.08
6225,0.92,1913.65,1.12,0.68,48.71
6401,1.58,398.05,0.87,1.56,58
6417,0.84,413.68,1.53,0.87,53
6433,1.44,345.82,1.15,1.21,57.3
6465,0.63,526.59,1.84,0.61,52.02
6481,0.98,351.25,1.79,1.05,56.7
6657,0.92,872.72,1.51,0.98,54.23
6673,1.4,398.69,0.94,1.39,58.89
6721,1.14,629.89,0.88,0.97,54.02
6913,1.49,564.02,0.96,1.42,58.41
6929,0.86,1775.7,0.86,0.61,49.65
6945,1.19,604.12,1,1.31,55.61
6977,0.84,993.17,0.94,0.9,51.66
6993,1.32,299.39,0.96,1.02,56.45
7169,0.87,1794.19,1.22,0.59,49.14
7185,0.9,685.21,1.24,0.84,53.01
7201,1.06,834.35,0.9,1.07,54.82
7233,0.94,1132.9,0.07,1.22,51.78
7249,0.96,1874.93,1.36,0.72,50.17
7425,1.12,1514.89,0.54,0.77,51.46
7441,0.87,1561.36,0.93,0.64,51.35
7457,0.97,1412.4,0.05,0.8,52.03
7489,0.93,1324.46,0.06,1.04,50.83
7505,1.38,344.99,1.77,1.09,58.87
7681,1.33,427.1,0.15,1.81,54.94
7697,1.05,1461.46,0.6,0.94,50.96
7713,1.48,567.52,1.1,1.5,58.96
7745,1.95,326.57,0.76,1.69,59.96
7761,1.69,296.43,1.99,1.32,60.28
7937,0.92,1416.7,1.64,0.78,51.19
7953,1.04,1803.93,0.63,0.8,50.47
7969,0.98,1157.11,0.06,0.99,52.57
8017,1.58,367.96,0.77,1.59,57.88
8193,1.18,1988.33,0.65,0.81,51.96
8209,0.76,276.46,1.85,0.98,54.9
8225,0.97,1352.42,0.49,0.92,51.22
8257,1.4,357.41,0.94,1.62,59.02
8273,1.69,282.41,1.14,1.42,58.03
8449,0.92,1560.03,0.03,0.69,50.31
8465,0.8,1079.15,1.27,0.87,52.13
8481,0.86,1702.96,0.04,0.6,49.11
8529,1,1388.37,0.64,1.17,52.62
8705,0.96,1792.43,0.04,0.74,49.55
8721,0.86,1473.02,0.04,0.61,49.3
8737,1.04,1760.06,0.46,0.68,52.2
8785,1.11,549.87,0.76,1.58,56.98
8961,0.85,788.67,1.47,0.91,53.86
8977,1,1179.13,0.05,0.95,51.68
8993,0.91,2972.4,1.46,0.75,50.79
9041,1.23,448.8,1.27,1.37,57.18
9217,1.08,1403.32,1.15,0.82,53.63
9233,0.89,1701.21,0.04,0.55,48.82
9249,1.02,1062.78,0.78,1.05,53.42
9297,1.1,2113.51,0.55,0.53,48.38
9473,0.62,240.17,2.54,0.66,54.74
9489,0.93,1931.54,0.99,0.52,49.73
9505,0.85,1534.64,1.08,0.67,50.5
9553,1.04,788.29,0.67,1.36,55.87
9745,0.89,1566.14,1.02,0.7,51.05
9761,0.68,456.21,2.65,0.71,54.61
9793,1.11,384.76,0.53,1.04,55.04
9809,0.84,677.77,0.42,0.98,51.48
9985,0.95,1225.21,0.87,0.94,50.94
10001,0.6,497.77,2.34,0.56,52.55
10017,0.98,709.74,1.19,1.05,53.96
10049,1.3,676.29,0.79,1.35,55.03
10065,1.11,1190.78,0.67,1.3,56.19
10241,1.01,1027.09,0.82,1.11,53.54
10257,0.91,4585.56,1.34,0.75,50.48
10273,1.24,473,1.38,1.46,57.91
10497,1.09,862.17,0.73,0.7,54.5
10513,0.86,1216.9,1.19,0.84,51.33
10529,1.3,654.97,1.63,1.41,56.69
10577,1.3,194.78,0.23,1.21,56.31
10753,0.92,1645.19,0.92,0.7,52.72
10769,0.93,1080.19,0.95,1.01,53.51
10785,0.91,1888.88,1.27,0.69,48.75
10817,0.85,951.66,0.67,0.95,51.47
10833,0.86,331.15,0.1,1.59,52.84
11009,0.81,1179.34,0.81,0.73,52.5
11025,0.97,1016.32,0.49,0.89,49.87
11041,0.9,969.7,0.95,1.04,52.63
11073,0.93,1580.26,0.94,0.84,50.26
11089,1.15,622.07,0.11,1.51,55.52
11265,1.04,832.77,0.91,0.82,55.06
11281,1.4,539.26,0.9,1.47,57.54
11297,0.97,1379.16,0.5,0.93,51.3
11345,0.86,917.59,0.07,1.4,51.5
11521,0.86,1520.74,1.14,0.66,50.72
11537,1.08,1487.92,0.77,0.91,51.31
11553,1.09,850.23,1.39,1.14,54.38
11585,0.89,709.44,0.63,0.95,50.86
11601,0.9,1532.96,0.03,0.71,50.73
11777,1.15,614.49,0.84,1.08,54.41
11793,1.11,898.29,0.62,1.15,51.39
11809,1.1,941.13,1.74,1.28,52.97
11841,1.04,1760.24,0.07,1.07,49.98
11857,1,776.46,0.17,1.8,53.78
12033,0.96,1521.63,0.83,0.83,49.95
12049,1.04,2092.41,0.64,0.5,49.36
12097,0.91,1270.6,0.78,0.91,49.89
12113,0.86,1197.01,0.03,0.76,50.8
12289,1,678.69,1.92,0.98,54.07
12305,0.94,1857.67,1.38,0.73,48.52
12369,0.89,1895.91,0.03,0.77,50.98
12545,0.96,933.04,1.66,0.81,53.35
12561,1.07,238.12,2.86,1.09,55.76
12577,1.13,553.07,1.88,1.07,56.94
12817,1.14,184.55,1.97,1.12,56.56
12881,1.13,558.52,1.47,1.01,56.49
13073,1,270.46,1.67,1.26,58.44
13089,1.01,2095.69,0.81,0.57,48.96
13121,1.26,325.09,1.09,1.44,58.74
13137,1.02,1691.6,0.6,0.89,50.44
13313,0.98,1234.31,1.35,0.91,52.46
13329,1.18,413.44,1.03,1.18,56.54
13345,0.87,1149.19,1.02,0.98,51.54
13393,1.12,621.19,0.54,1.47,54.56
13569,1.08,2159.69,0.8,0.7,48.71
13585,1.11,379.1,1.62,1.16,57.29
13825,1.17,1988.35,1.52,0.97,51.95
13841,0.83,1134.78,1.21,0.95,50.4
13857,1.07,2214.02,0.75,0.56,51.04
13889,1.17,2217.84,0.86,0.7,49.16
13905,1.04,2052.2,0.48,0.53,47.26
14097,0.98,717.8,1.6,1.06,54.17
14113,0.92,1771.8,1.42,0.7,48.15
14145,0.68,481.96,2.43,0.77,53.84
14161,0.93,932.64,0.92,1.21,51.21
14337,1.07,2095.36,0.95,0.74,50.18
14353,0.61,673.84,1.97,0.62,51.02
14401,0.9,1474.08,0.04,0.9,50.05
14417,1.05,826.84,0.94,1.25,52.86
14609,0.98,1841.88,1.46,0.9,47.86
14625,0.97,1209.15,1.31,0.99,51.97
14657,1,397.33,0.11,1.44,54.01
14673,1.08,1464.99,0.83,1.12,52.32
14865,0.86,1446.73,1.28,0.84,49.44
14881,1.09,2067.63,0.87,0.66,48.77
14913,0.98,400.29,0.93,1.09,55.39
15105,1.34,323.79,1.39,1.55,57.65
15121,1.09,157.11,0.18,0.89,53.57
15137,0.55,480.16,2.12,0.58,52.61
15169,1.29,215.47,0.86,2.05,58
15185,0.92,1913.65,1.12,0.68,48.71
15361,1.45,249.15,1.37,1.73,60.05
15377,0.82,1198.98,0.04,0.61,50.11
15393,1.1,1661.32,1.01,0.78,51.35
15425,0.98,1854.8,1.36,0.9,48.47
15441,0.78,1184.95,1.08,0.89,51.53
15617,1.17,1988.35,1.52,0.97,51.95
15633,1.11,438.98,0.1,1.54,55.31
15649,0.66,716.35,2.29,0.63,51.7
15681,0.95,1565.11,1.32,0.82,50.11
15873,1.04,366.27,1.5,1.29,57.37
15889,0.95,721.04,1.38,0.99,51.94
15905,0.95,1821.91,1.3,0.81,48.56
15937,1.39,235.06,1.21,1.98,58.59
16129,0.86,982.98,0.05,0.78,51.95
16145,1.11,615.04,0.71,1.03,52.5
16161,0.92,1588.82,0.04,0.79,51.26
16385,0.95,543.52,0.09,1.09,52.88
16401,1.08,1840.85,0.6,0.89,50.49
16417,0.97,795.97,0.07,1.14,53
16641,0.54,427.11,2.61,0.63,52.59
16657,1.19,1617.19,0.54,1.02,51.6
16673,0.71,630.77,2.25,0.82,54.05
16897,1.17,1988.35,1.52,0.97,51.95
16913,1.33,2275.67,0.49,0.75,49.09
17153,1.17,1988.35,1.52,0.97,51.95
17169,1.36,312.16,1.31,1.01,58.51
17425,1.1,427.76,1.35,0.93,56.78
17665,1.02,1534.38,1.45,0.83,53.12
17937,1.34,465.28,0.84,1.18,56.76
17953,0.81,848.42,2.46,0.8,52.9
18177,0.73,999.92,2.22,0.68,52.37
18193,1.12,544.32,1.33,0.96,55.45
18209,0.62,911.07,1.87,0.57,50.86
18433,0.76,813.2,2.56,0.82,53.95
18449,0.68,926.37,2.29,0.67,51.13
18465,0.91,255.35,0.1,1.64,55.71
18689,1.3,692.22,1.34,1.06,57.66
18721,0.95,383.63,0.13,1.19,54.48
18961,0.78,902.72,1.89,0.75,52.39
19217,1.33,2275.67,0.49,0.75,49.09
50193,1.19,1617.19,0.54,1.02,51.6
50689,1.01,2095.69,0.81,0.57,48.96
50945,1.45,249.15,1.37,1.73,60.05
50961,0.68,926.37,2.29,0.67,51.13
51201,1.43,693.27,1.41,1.3,59.7
51457,1.31,582.79,1.19,1.38,57.51
51473,0.68,473.49,1.57,0.78,49.86
51489,1.06,191.01,2.55,0.96,55.4
51553,1,545.15,1.13,1.1,53.37
51569,1,774.4,1.42,0.84,51.89
51585,0.99,769.67,1.51,1.03,53.07
51713,1.22,611.11,1.22,1.3,54.83
51729,1.95,383.7,1.66,2.32,66.14
51745,1.16,549.03,1.51,1.13,57.4
51809,1.25,306.28,1.65,1.36,57.97
51985,1.61,381.63,1.5,1.62,60.42
52001,1.12,277.13,2.65,1.33,57.29
52065,0.89,1166.66,1.15,0.98,50.69
52225,1.57,355.63,2.16,1.4,57.95
52241,1.76,535.42,1.73,1.78,60.82
52257,0.99,445.44,1.5,1.02,53.99
52321,1.03,832.49,1.06,0.87,54.12
52481,1.46,431.56,1.63,1.73,57.68
52497,2.05,343.02,1.75,2.78,56.35
52513,0.86,1133.63,1.15,0.82,47.99
52561,1.03,1748.14,0.6,0.89,51.7
52737,0.98,230.42,1.72,1.28,53.42
52769,1.12,277.13,2.65,1.33,57.29
52817,1.15,416.67,1.74,1.25,57.48
52993,0.88,288.58,2.68,0.66,53.31
53249,0.99,1265.86,1.08,0.88,52.52
53505,1.68,369.01,1.78,1.69,57.83
53537,1.01,182.92,1.56,0.89,55.84
53585,1.2,575.8,0.84,1.51,55.87
53761,1.34,640.29,0.89,1.4,53.96
53793,0.9,1142.92,1.33,0.97,53.42
53841,1.09,862.59,0.6,1.24,52.83
54017,1.43,693.27,1.41,1.3,59.7
54033,0.68,473.49,1.57,0.78,49.86
54097,1.04,1040.76,0.77,1.21,53.58
54273,2.15,456.96,1.01,1.62,60.42
54289,0.81,1241.5,0.85,0.83,50.08
54353,1.34,635.75,1.64,1.25,56.69
54529,1.52,267.5,1.49,1.42,58
54545,1.11,569.96,1.64,1.17,55.53
54609,1.1,288.88,0.13,1.48,55.36
54785,1.17,882.34,0.62,0.8,54.83
54801,1.12,263.73,2.89,1.39,59.12
54865,1.23,187.09,1.55,1.09,55.94
55057,1.2,588.01,1.31,1.42,53.54
55073,1.13,173.77,1.61,0.96,56.76
55121,1,1063.31,1.17,1.06,55.15
55297,1.21,1143.08,0.83,0.9,54.51
55313,0.92,1262.93,0.76,1.06,50.15
55569,1.28,1045.28,1.52,1.6,51.3
55633,0.88,1248.25,1.05,0.96,51.92
55841,0.94,1816.67,1.09,0.75,48.85
55889,1.24,859.33,2.31,1.09,57.46
56097,0.98,717.98,1.37,1.01,54.45
56145,1.03,806.94,1.07,1.08,53.13
56353,1,1090.9,0.78,1.27,51.43
56577,1.25,281.18,1.36,1.42,56.35
56609,1.03,1117.47,0.83,0.88,54.49
56833,1.2,1253.57,1.19,0.83,56.95
56865,0.92,1771.8,1.42,0.7,48.15
57089,0.85,788.67,1.47,0.91,53.86
57105,1.09,854.09,0.75,1.03,52.29
57121,0.91,1242.69,1.31,0.93,53.57
57361,0.92,714.75,1.06,1.15,51.98
57377,0.92,1220.02,1.52,1.04,50.97
57617,0.91,863.49,1.28,1.12,52.21
57633,0.66,716.35,2.29,0.63,51.7
58113,1,723.55,1.28,0.93,56.04
58369,1.02,2084.91,1.42,0.74,51.61
58625,0.78,997.34,0.71,0.78,50.77
58641,0.94,1972.39,1.1,0.53,50.48
58881,1.01,1410.89,1.11,0.75,56.44
59137,1.2,1253.57,1.19,0.83,56.95
59393,1.15,872.73,1.59,1.01,56.8
59649,1.22,1166.52,0.66,0.89,54.79
59665,1.29,309.61,1.47,1.09,58.28
59905,0.91,1176.25,1.21,0.84,52.72
60161,1.03,832.49,1.06,0.87,54.12
60177,0.87,1167.77,1.13,0.94,50.47
60417,0.97,1390.42,0.98,0.68,54.5
60433,1.11,201.57,1.88,1.3,57.79
60673,1.17,1988.35,1.52,0.97,51.95
60689,1.15,555.26,0.69,1.46,52.78
60929,0.95,237.26,1.88,0.78,54.45
60945,1.08,1617.78,1.37,0.92,52.23
61185,0.91,1888.88,1.27,0.69,48.75
61441,1.43,563.84,1.2,1.16,58.65
61457,0.84,413.68,1.53,0.87,53
61697,1.29,2294.69,1.66,0.91,58.27
61713,1.28,1045.28,1.52,1.6,51.3
61953,0.81,1011.77,1.55,0.81,52.6
61969,0.94,1166.73,0.94,1.28,49.41
62209,0.95,1225.21,0.87,0.94,50.94
62225,0.93,1080.19,0.95,1.01,53.51
62481,1.19,1617.19,0.54,1.02,51.6
62529,0.96,1421.89,1.3,0.79,49.46
62721,1.01,1410.89,1.11,0.75,56.44
62737,0.99,1265.86,1.08,0.88,52.52
62785,0.78,1184.95,1.08,0.89,51.53
62977,0.81,1011.77,1.55,0.81,52.6
62993,0.93,1080.19,0.95,1.01,53.51
63041,0.93,1302.41,0.85,0.85,50.47
63233,0.81,1179.34,0.81,0.73,52.5
63249,0.92,484.73,1.21,0.99,53.75
63297,0.67,693.2,1.97,0.76,50.71
63505,0.82,231.11,1.08,1.23,59.82
63537,0.93,1762.87,1.33,0.66,48.14
63553,0.92,1220.02,1.52,1.04,50.97
63761,0.92,1220.02,1.52,1.04,50.97
63793,0.86,1105.73,1.27,0.89,50.76
63809,0.67,693.2,1.97,0.76,50.71
64017,0.68,926.37,2.29,0.67,51.13
64049,0.93,1159.15,1.45,0.77,50.16
64065,0.95,1254.74,1.46,1.05,50.46
64273,0.93,1262.45,1.38,1,52.8
64561,0.89,1219.52,1.31,0.7,51.45
64817,0.67,584.05,2.39,0.76,52.2
129,1.86,252,1.96,1.5,59.11
385,1.52,261.29,1.65,1.69,58.69
641,1.45,350.18,1.42,1.41,59.28
897,0.99,367.67,1.24,1.04,55.59
1153,0.92,484.73,1.21,0.99,53.75
1409,0.98,734.12,1.41,0.93,54.8
1665,0.95,971.2,1.65,1.01,54.57
1921,1.07,1375.67,0.96,0.93,51.14
2177,0.98,1610.8,0.88,0.78,49.66
2433,1.07,1991.45,0.99,0.78,48.08
2689,1.69,282.41,1.14,1.42,58.03
2945,1.4,398.69,0.94,1.39,58.89
3201,1.38,444.65,0.62,1.12,56.09
3457,1.12,577.37,0.58,1.16,54.46
3713,1.02,729.44,0.77,1.11,52.51
3969,1.01,1027.09,0.82,1.11,53.54
4225,0.95,1225.21,0.87,0.94,50.94
4481,0.96,1521.63,0.83,0.83,49.95
4737,1.07,2095.36,0.95,0.74,50.18
51841,1.06,191.01,2.55,0.96,55.4
58913,0.89,1270.33,1.19,0.88,52.6
59169,0.89,1270.33,1.19,0.88,52.6
62017,0.86,1133.63,1.15,0.82,47.99
59425,0.82,1280.24,0.83,0.69,50.95
49937,0.93,1262.45,1.38,1,52.8
49409,1.08,1403.32,1.15,0.82,53.63
49665,0.94,1339.67,1.05,0.77,52.37
