1,1.02,513.45,1.41,1.05,54.45
17,1.02,513.45,1.41,1.05,54.45
33,1.25,657.37,1.24,1.15,56.07
49,0.88,1162.12,1.31,0.91,51.62
81,1.83,232.98,0.91,1.16,58.3
113,1.69,223.29,1.42,1.4,58.15
129,1.69,223.29,1.42,1.4,58.15
257,1.18,605.39,0.81,1.33,54.63
273,1.04,892.83,0.1,1.36,53.17
289,1.21,290.59,1.71,1.32,57.68
305,0.65,702.7,2.1,0.67,51.16
321,1.32,318.93,1.22,1.28,58.3
337,1.48,251.45,1.23,1.27,57.78
353,1.48,251.45,1.23,1.27,57.78
369,1.4,240.21,1.63,1.51,58
385,1.4,240.21,1.63,1.51,58
513,1,1106.68,1.02,0.92,54.23
529,1,1106.68,1.02,0.92,54.23
545,1.69,223.29,1.42,1.4,58.15
577,1.69,223.29,1.42,1.4,58.15
593,1.4,240.21,1.63,1.51,58
609,1.69,223.29,1.42,1.4,58.15
625,1.21,290.59,1.71,1.32,57.68
641,1.21,290.59,1.71,1.32,57.68
769,1.21,290.59,1.71,1.32,57.68
785,1.4,240.21,1.63,1.51,58
801,1.04,832.3,0.92,0.88,53.91
817,0.92,1283.61,1.07,0.81,52.12
833,1.37,216.63,0.19,1.35,56.29
849,1.06,395.45,1.36,1.07,56.09
865,1.4,240.21,1.63,1.51,58
881,1.06,395.45,1.36,1.07,56.09
897,1.06,395.45,1.36,1.07,56.09
1025,1.4,240.21,1.63,1.51,58
1041,1.18,605.39,0.81,1.33,54.63
1057,1.02,513.45,1.41,1.05,54.45
1073,0.95,928.14,1.46,0.99,53.53
1089,1.25,413.58,1.13,1.32,56.33
1105,1,745.25,1.45,1,53.92
1121,0.95,928.14,1.46,0.99,53.53
1137,1.02,513.45,1.41,1.05,54.45
1153,1.02,513.45,1.41,1.05,54.45
1281,1.25,657.37,1.24,1.15,56.07
1297,0.95,928.14,1.46,0.99,53.53
1313,1,745.25,1.45,1,53.92
1329,1.69,223.29,1.42,1.4,58.15
1345,1.4,240.21,1.63,1.51,58
1361,1.21,290.59,1.71,1.32,57.68
1377,1.02,513.45,1.41,1.05,54.45
1393,1,745.25,1.45,1,53.92
1409,1,745.25,1.45,1,53.92
1537,1.06,395.45,1.36,1.07,56.09
